valor_original,veces_en_bd,sugerencia,similitud_pct,tu_decision,sector,tipo_reunion
Sociedad de Artistas Intérpretes o Ejecutantes de España,1,,,Sociedad de Artistas Intérpretes o Ejecutantes de España,Audiovisual,Individual
Sociedad de Gestión de Derechos de Autor de España,1,,,Sociedad de Gestión de Derechos de Autor de España,Audiovisual,Individual
Sociedad General de Autores y Editores,1,,,Sociedad General de Autores y Editores,Audiovisual,Individual
SOCIEDAD GENERAL DE AUTORES Y EDITORESEntidad de Gestión de Derechos de Propiedad Intelectual (SGAE EGDPI),4,,,SGAE — Sociedad General de Autores y Editores|EGDPI — Entidad de Gestión de Derechos de Propiedad Intelectual,Audiovisual,Grupal
Societe General,1,,,Société Générale,Banca y finanzas,Individual
Societe Generale,1,,,Société Générale,Banca y finanzas,Individual
Société nationale SNCF,2,,,Société nationale SNCF,Transporte,Individual
Society of Audiovisual Authors (SAA),1,,,Society of Audiovisual Authors (SAA),Audiovisual,Individual
"Socióloga Elisa García Mingo, Universidad Complutense de Madrid",1,,,"Socióloga Elisa García Mingo, Universidad Complutense de Madrid",Academia e investigación,Individual
Solar Heat Europe/ESTIF,1,,,Solar Heat Europe/ESTIF,Energía,Individual
SOLIDAR,1,,,Solidar,ONG y derechos humanos,Individual
Solidar,1,,,Solidar,ONG y derechos humanos,Individual
"SOLIDAR Foundation for Humanitarian, Development and European Cooperation",1,,,"SOLIDAR Foundation for Humanitarian, Development and European Cooperation",ONG y derechos humanos,Individual
Sony Interactive Entertainment Europe,1,,,Sony Interactive Entertainment Europe,Tecnología,Individual
SOPRA STERIA GROUP,3,,,Sopra Steria Group,Tecnología,Individual
SOS Children's Villages,2,,,SOS Children's Villages,ONG y derechos humanos,Individual
SOS Rural (ICE),1,,,SOS Rural (ICE),ONG y derechos humanos,Individual
Sostre Civic,1,,,Sostre Civic,ONG y derechos humanos,Individual
SPAIN DC,1,,,Spain DC — Asociación Española de Centros de Datos,Tecnología,Individual
Spanish Ambassador in Türkiye,1,,,Gobierno de España,Administración pública,Individual
Spanish Association of Insurance and Reinsurance Brokers,1,,,Spanish Association of Insurance and Reinsurance Brokers,Banca y finanzas,Individual
Spanish consultancy firm,1,,,Spanish consultancy firm,Consultoría y comunicación,Individual
Spanish Embassy,1,,,Gobierno de España,Administración pública,Individual
Spanish Embassy in Riyadh,1,,,Gobierno de España,Administración pública,Individual
Spanish Embassy representatives,1,,,Gobierno de España,Administración pública,Individual
Spanish Journalists,1,,,Spanish Journalists,Medios de comunicación,Individual
Spanish judicial and prosecutorial associations,1,,,Spanish judicial and prosecutorial associations,Derecho,Individual
Spanish judicial associations,1,,,Spanish judicial and prosecutorial associations,Derecho,Individual
Spanish Minister for Digital Transformation,1,,,Gobierno de España,Administración pública,Individual
Spanish Minister of Social Rights,1,,,Gobierno de España,Administración pública,Individual
Spanish Ministry of Ecological Transition and Demography,1,,,Gobierno de España,Administración pública,Individual
"Spanish Ministry of Inclusion, Social Security and Migration",1,,,Gobierno de España,Administración pública,Individual
Spanish Ministry of Labour and Social Economy,1,,,Gobierno de España,Administración pública,Individual
Spanish National Association of Large Distribution Companies,1,,,Spanish National Association of Large Distribution Companies,Comercio,Individual
Spanish Secretariat for the European Union,1,,,Gobierno de España,Administración pública,Individual
Spanish Secretary of State for Industry,1,,,Gobierno de España,Administración pública,Individual
SPANPA,1,,,SPANPA,Transporte,Individual
SPARC Foundry,1,,,SPARC Foundry,Tecnología,Individual
Sparkassen-Finanzgruppe/ESBG,1,,,Sparkassen-Finanzgruppe/ESBG,Banca y finanzas,Individual
Speaker of the Parliament of Sri Lanka,1,,,Speaker of the Parliament of Sri Lanka,Administración pública,Individual
Speaker of the Verkhovna Rada (Parliament) Ruslan Stefanchuk,1,,,Speaker of the Verkhovna Rada (Parliament) Ruslan Stefanchuk,Administración pública,Individual
Special Olympics Europe Eurasia,2,,,Special Olympics Europe Eurasia,Deporte,Individual
Specialised Nutrition Europe,2,,,Specialised Nutrition Europe,Salud,Individual
SPG,1,,,SPG,Organizaciones empresariales,Individual
SPG: Copa-Cogeca,1,Copa-Cogeca,81,Copa-Cogeca,Agricultura y alimentación,Individual
SPG: DG TRADE,1,,,DG TRADE,Institución UE,Individual
SPG: Generalized System of Preferences,1,,,Generalized System of Preferences,Organizaciones empresariales,Individual
Spokesperson of the Liberal Democrats on foreign affairs,1,,,Spokesperson of the Liberal Democrats on foreign affairs,Administración pública,Individual
Spokesperson of the Scottish National Party on foreign affairs,1,,,Spokesperson of the Scottish National Party on foreign affairs,Administración pública,Individual
Sports Rights Owner Coalition,1,,,Sports Rights Owner Coalition,Deporte,Individual
Spotify,4,,,Spotify,Audiovisual,Individual
SQM Europe N.V,2,,,SQM Europe N.V,Industria,Individual
SQM: Sociedad Quimica y Minera de Chile,1,,,SQM: Sociedad Quimica y Minera de Chile,Industria,Individual
"SRAM, LLC",1,,,"SRAM, LLC",Industria,Individual
SSAB AB,1,,,SSAB AB,Industria,Individual
Standing Committee of the European Integration of the National Assembly of Armenia,1,,,Gobierno de Armenia,Administración pública,Individual
State Secretary of Spain,1,,,Gobierno de España,Administración pública,Individual
State Secretary of the UAE and its mission to the EU,1,,,Gobierno de los Emiratos Árabes Unidos,Administración pública,Individual
STEAG GmbH,1,,,STEAG GmbH,Energía,Individual
"Steering Team of 415 former European Ambassadors, Ministers and Senior officials",1,,,"Steering Team of 415 former European Ambassadors, Ministers and Senior officials",Administración pública,Individual
Stefano Sannino,1,,,Stefano Sannino,Institución UE,Individual
Stellantis Volkswagen Aktiengesellschaft,1,,,Stellantis|Volkswagen AG,Automoción,Grupal
Stichting BirdLife Europe,2,,,Stichting BirdLife Europe,Medio ambiente,Individual
Stichting Circle Economy,1,,,Stichting Circle Economy,Medio ambiente,Individual
Stichting European Federation of Energy Traders,1,,,Stichting European Federation of Energy Traders,Energía,Individual
Stichting Fair Trade Advocacy Office,3,,,Fair Trade Advocacy Office,ONG y derechos humanos,Individual
Stichting The London Story,1,,,The London Story,Audiovisual,Individual
Stiftung Neue Verantwortung e.V,1,,,Stiftung Neue Verantwortung e.V,Academia e investigación,Individual
"Stockholm International Peace Research Institute, SIPRI",1,,,"Stockholm International Peace Research Institute, SIPRI",Academia e investigación,Individual
Student,1,,,Student,Academia e investigación,Individual
Students of the European Diplomatic Academy (Candidates countries),1,,,Students of the European Diplomatic Academy (Candidates countries),Academia e investigación,Individual
Students of the European Diplomatic Academy (EU countries) / (Candidates countries),1,,,Estudiantes de la Academia Diplomática Europea (países UE)|Estudiantes de la Academia Diplomática Europea (países candidatos),Academia e investigación,Grupal
Subdirectora General de Formación y Ordenación Profesional en el Ministerio de Sanidad,1,,,Gobierno de España,Administración pública,Individual
Subsecretaria de Relaciones Exteriores de Chile,1,,,Gobierno de Chile,Administración pública,Individual
Subsecretary of Housing of the Government of Spain,1,,,Gobierno de España,Administración pública,Individual
SUEZ Group,1,,,SUEZ Group,Medio ambiente,Individual
Sumar,3,,,Sumar,Administración pública,Individual
Sumar PTB Sinn Féin Movimento 5 Stelle La France insoumise,1,,,Sumar PTB Sinn Féin Movimento 5 Stelle La France insoumise,Administración pública,Individual
